Words,Count
garter,1
buckles,1
sets,3
silk,4
pyjamasnever,1
paper,4
except,1
ushers,1
weddings,4
added,8
costly,1
apartments,1
makes,4
sicksick,1
rouse,1
these,11
suggests,1
doubt,9
survived,1
lives,3
rousing,1
votevotenullify,1
thieving,1
lying,4
cormorants,1
fattening,1
country,10
ruining,1
morally,1
financially,1
scorn,3
jest,1
europe,4
possible,8
hoped,2
manhoodwe,1
pay,6
hideous,1
price,3
suggest,1
moral,1
lash,1
break,6
honest,1
legislature,1
congress,1
office,6
off,12
waving,1
hasty,2
adieu,1
shot,4
enthusiastic,1
chorus,1
uphold,1
undertake,1
reformation,1
although,12
wrinkles,2
turn,3
‘boodle,1
gally,1
hopeless,3
famous,2
clubman’s,1
wife,23
sigh,4
work,2
lots,3
murmured,1
neighbour,1
wrinkling,1
smooth,1
brow,6
put,9
gruel,1
hot,3
water,3
eat,2
drink,2
remarked,5
anyhow,3
consolingly,1
find,9
die,3
maid,5
splendid,4
replied,9
political,5
religiously,1
send,4
toahemand,1
echoed,1
loyally,1
sight,5
fully,2
made,18
round,8
disadvantage,1
beautiful,9
mamma,6
pack,1
idiots,1
respect,8
opinion,6
épris,1
too,17
sturdily,1
outright,1
posing,1
prophet,1
limp,1
thinker,1
fairly,2
staggering,1
pour,1
stiff,3
cup,2
tea,8
rum,1
slums,2
aren’t,2
stagefright,1
minute,5
eight,4
company,5
hurried,2
gathered,2
teatable,2
relieved,1
tension,2
amicable,1
discussion,1
lighter,1
matters,3
iii,1
footman,1
bosworth’s,1
cards,1
hour,19
travelling,1
gear,1
given,8
english,22
peer,2
welcome,5
terms,1
awaited,2
maiden,1
attenuated,1
sumptuous,1
expensive,1
tables,2
ormolu,1
cabinets,1
containing,1
collections,1
cameos,1
fens,1
miniatures,1
lapis,1
lazuli,1
clock,3
feet,10
piano,4
inlaid,3
twentyseven,1
woods,1
walls,7
frescoed,1
hand,16
lamps,3
candlebrackets,1
various,1
articles,1
decoration,1
picked,1
extensive,1
travels,1
noted,3
slow,1
listless,1
gaze,2
chair,18
pressed,6
stick,4
delicatelybuilt,1
shoulders,2
rounded,1
cheeks,9
lower,2
lip,3
beginning,4
droop,1
blue,6
dim,1
lids,1
red,6
debauchee,2
sort,9
liked,4
quarter,5
waiting,3
portière,3
pushed,2
aside,5
quickly,7
charm,6
manner,9
dainty,1
blonde,2
fluffy,1
creature,3
bit,4
fragile,1
china,1
palatial,1
sweet,2
soon,4
frank,4
expect,5
presently,2
awfully,3
anxious,2
resumed,7
seat,4
regarding,3
halfclosed,1
inventoried,1
america,16
flashed,3
gracefully,3
run,6
afternoon,6
trip,2
bored,8
sea,2
ill,6
shop,1
youawfully,1
goodto,1
brave,1
horrors,1
deep,7
stateroom,1
babyish,1
glad,17
enough,15
occurred,2
detached,2
chats,2
johnnies,1
hanging,3
surroundings,1
ohperhaps,1
write,9
book,1
afraid,12
clever,12
mistake,2
thinking,4
type,4
particular,6
setwe,1
within,2
knowand,1
each,10
why,13
tolerate,2
meprobably,1
dearest,3
pats,1
leaven,1
keeps,1
sodden,1
lump,1
addled,1
brains,4
trying,6
charming,9
tired,6
ingenuousness,1
determine,1
streak,1
slangy,1
kisses,1
inconsequential,1
act,6
howell’s,1
comedies,1
badly,3
purpose,2
raising,1
couldn’t,3
impertinent,1
tug,1
door,19
