Words,Count
black,47
oxen,4
i,1975
talk,64
,948
good,119
lines,11
and,3731
no,568
action,8
said,182
all,419
not,861
even,208
promising,2
first,126
act,28
eighth,1
failure,7
season,11
more,383
than,276
half,28
over,177
rather,71
be,705
a,2708
playwright,4
fail,2
critic,11
compelled,2
to,3096
listen,11
hasbeens,1
wouldbes,1
trying,12
put,55
bad,27
plays,14
oh,124
for,983
just,59
one,422
great,90
firstnight,8
if,519
theres,25
spirit,9
world,100
why,102
dont,203
the,5153
ghosts,4
of,3246
dead,25
artists,7
get,104
together,24
inhibit,1
playwrights,5
from,290
tormenting,2
firstnighters,3
astral,1
board,4
immortals,1
sitting,10
in,1960
unconscious,4
tweaking,1
strings,2
until,113
gobbets,1
sclerotics,1
become,26
gibbering,1
idiots,3
every,110
time,223
they,572
pen,2
paper,7
fewer,2
firstnights,13
but,1253
joy,2
also,40
sending,2
producers,1
back,115
cigar,3
stands,1
thank,9
god,34
longer,42
need,36
come,122
unless,23
want,85
cant,35
keep,37
away,45
habit,14
too,224
strong,23
poor,39
devil,16
colyumist,2
must,185
forage,1
did,170
columnist,5
money,25
once,161
rubescent,1
socialist,3
best,51
parlor,4
type,13
lord,14
wish,36
some,170
would,482
die,2
leave,30
me,458
million,4
clavering,307
opened,32
his,897
weary,8
eyes,165
glanced,20
darkened,2
auditorium,2
visualizing,1
mass,9
bored,16
resentful,6
disks,1
few,77
hopeful,1
perhaps,53
greater,16
number,9
educated,4
theatre,18
have,808
recognized,9
heavy,19
note,18
incompetence,1
that,1678
had,1644
boomed,1
like,266
muffled,5
foghorn,1
since,75
rise,9
curtain,16
it,1383
was,1717
typical,1
audience,10
assembled,2
welcome,8
favorite,15
actress,9
new,224
play,83
sophisticates,20
as,1141
named,1
them,269
abandoning,1
intellectuals,3
intelligentsia,1
socialists,1
were,556
present,46
authors,10
editors,6
young,214
columnists,7
dramatic,11
critics,8
publishers,3
fashionable,12
illustrators,2
cartoonists,1
actors,5
sculptors,1
hostesses,2
eminent,9
sprinkling,1
greenwich,3
village,5
give,92
touch,8
old,269
bohemia,2
what,364
otherwise,15
almost,105
brilliant,20
standardized,2
monday,14
night,100
at,708
opera,21
twelve,8
years,140
ago,37
impelled,1
irresistibly,6
dilapidated,1
colonial,1
mansion,2
louisiana,1
cerebrum,1
western,2
arrived,17
york,137
run,30
usual,23
gamut,4
highpowered,1
man,204
reporter,4
special,6
writer,8
although,112
youth,96
rose,35
eminence,1
less,70
rapidly,11
then,228
now,124
newspaper,15
three,44
two,138
war,84
an,406
envied,2
quoted,3
omniscient,1
return,54
france,10
journalistically,2
he,1669
could,298
higher,9
none,21
frequent,3
distinguished,16
parties,17
given,50
by,314
complete,37
without,48
long,182
lounging,2
body,35
saturnine,7
countenance,6
mr,117
lee,47
soon,34
set,46
foot,14
upon,71
ladder,1
prominence,1
realized,24
value,8
dramatizing,1
himself,131
active,7
mind,154
amiable,14
genial,1
disposition,8
friends,71
sometimes,30
angrily,3
protested,2
increasing,4
importance,3
knew,122
him,414
cynical,10
morose,2
mysterious,12
creature,14
who,261
party,35
transferred,5
womans,23
side,33
anothers,1
sheer,6
effort,10
will,221
spurred,2
boredom,7
unmarried,3
women,199
up,299
confirmed,1
bachelor,2
still,120
followed,34
dark,44
face,109
with,907
longing,2
wondered,26
role,20
adopted,2
been,426
blond,1
matter,64
fact,41
intensely,9
romantic,23
after,165
ten,31
work,52
when,391
steelblue,1
halfclosed,1
roved,1
gathering,1
moment,116
entrance,6
evergreen,1
hope,39
discovering,1
consummate,4
woman,224
there,344
affectation,3
idealistic,2
fastidiousness,1
nor,69
late,21
general,13
or,273
possibly,34
pontificating,1
morning,61
famous,19
name,43
admiring,3
public,27
tired,27
crowd,14
same,53
faces,17
steady,5
grind,1
playshe,1
such,65
passionate,8
love,197
dramasomewhat,1
liked,26
tramp,9
year,29
enough,102
saved,6
dared,10
drop,7
out,294
forgotten,28
overnight,3
fashions,1
especially,7
changed,22
so,296
quickly,9
yet,39
subtly,16
might,144
another,94
readjusting,1
on,654
find,44
supplanted,1
younger,46
whose,44
cursed,7
audacity,1
dramatized,1
youthfulness,1
accustomed,9
facile,3
brand,1
pap,1
flavored,1
red,17
pepper,1
marching,3
tune,3
damn,18
beginning,26
feel,79
elderly,12
thirtyfour,10
hard,27
shake,3
entrenched,1
hypnotized,5
sell,4
copies,3
book,16
where,80
reviewer,1
word,53
finalor,1
personal,23
mention,7
any,221
added,18
cubit,1
reputation,7
mentions,1
made,165
household,1
words,33
neglect,3
caused,3
agonies,2
visions,3
extinction,2
disparagement,1
preferable,2
publicity,2
shall,95
ye,1
know,186
men,250
rhinocerene,1
hides,1
seen,70
shiver,2
cause,11
courted,1
prize,5
fighters,2
dour,2
morn,1
triumphant,3
howled,1
between,47
fury,4
tears,8
crack,4
gentle,2
art,15
wrote,12
sadly,1
warriors,1
lenin,2
mentioned,4
enemy,2
religion,1
dealt,2
truth,46
grew,17
dullno,1
grinning,4
skeleton,3
yethis,1
hasty,2
solemn,2
digestion,2
news,8
turn,23
column,23
sigh,9
relief,10
hang,8
doubt,130
fatal,6
hint,9
learn,11
do,290
sighed,15
closed,15
again,129
unpleasant,3
slave,3
forged,1
own,160
gilded,1
chains,1
lost,34
simplicities,3
daydreams,1
under,56
magnolias,1
believed,28
class,18
obliged,5
their,322
housework,1
beautiful,46
only,225
romance,24
thought,132
intellectual,19
things,52
anomaly,1
horror,3
well,188
reality,2
companionable,3
say,80
grinned,3
recalled,14
days,45
socialism,3
taken,44
pains,5
ever,148
met,78
let,86
understood,22
born,13
society,53
glad,18
small,47
southern,4
town,16
little,164
live,33
its,210
vanished,9
past,45
never,276
alluded,7
ancestry,2
comfortable,15
looked,144
uneasy,8
scorn,2
former,6
breaches,1
taste,2
quite,98
forgot,15
southerner,3
does,38
droned,1
end,41
interminable,5
hed,37
go,175
sleep,18
sure,55
crick,1
neck,18
remembered,15
down,161
aisle,12
lights,15
lowering,1
passed,27
seat,23
her,1881
graceful,8
figure,21
attracted,7
attention,9
peculiar,5
shade,8
hair,45
color,16
warm,15
ashes,9
acquaintance,3
rare,12
blonde,6
she,1803
seats,9
ahead,7
stage,23
gave,60
faint,13
halo,4
wellshaped,2
head,81
defined,1
low,15
coil,2
throat,6
apparently,6
dropped,20
wrap,5
glimpse,7
white,47
suggestion,10
sloping,3
shoulders,28
those,139
nowadays,3
reminded,7
haughty,4
poise,5
family,29
portraits,4
gallery,1
home,64
being,59
admired,5
fair,12
bobbing,1
much,116
alike,6
magazine,1
covers,1
this,294
wore,35
particular,7
fashion,29
soft,22
abundant,4
brushed,4
drawn,7
merely,98
tips,1
ears,11
least,83
inferred,3
profile,6
profiles,2
date,7
oldfashioned,7
corner,18
soul,38
idly,3
convinced,13
perfectly,10
shaped,1
narrow,14
probably,40
full,34
attractive,3
cendre,1
generally,12
light,41
brows,3
lashes,3
washedout,1
blue,22
prominent,4
mouth,19
bet,3
however,54
instead,16
rushing,2
blessed,4
went,99
wait,22
look,110
roused,5
clapping,2
many,129
hands,57
always,147
applaud,1
how,106
perfunctorily,1
noblesse,4
oblige,4
difference,5
applause,1
loyal,7
enchanted,3
quickened,3
is,618
rising,11
breeze,2
hurricane,1
bowed,1
en,1
masse,1
threes,1
twos,1
singly,1
descended,8
heaved,2
hurried,5
climbed,1
patient,2
people,71
began,30
visit,10
singular,3
thing,72
slowly,14
feet,33
turned,64
raised,21
glasses,6
leisurely,3
surveyed,3
claverings,24
tongue,5
clicked,1
european,35
american,60
thatunless,1
has,177
lived,28
abroad,10
remember,34
our,58
customs,1
gazed,5
eagerly,6
felt,129
slight,12
sensation,15
annoyance,2
entire,15
house,96
following,10
example,3
concealed,5
rested,3
bridge,3
indubitably,3
straight,20
nose,12
forehead,2
high,47
thick,4
sharp,15
point,26
eyebrows,6
heaven,16
shades,1
darker,2
glossy,1
decidedly,3
received,18
plucked,2
darkenedlife,1
skeptical,2
points,5
lover,9
unamended,1
nature,45
holding,9
except,18
moments,18
inspiration,8
bungler,1
water,12
spite,34
smooth,4
skin,17
rounded,1
contours,1
above,22
undamaged,1
large,47
fresh,10
lip,4
sticks,3
europe,85
approximated,1
girls,45
flexibility,1
center,1
underlip,1
