Words,Count
external,1
detail,6
luxury,5
moments,37
solitude,5
centred,1
greedy,2
promoted,1
company,24
opened,29
chamber,19
assayed,3
reaped,2
harvest,2
group,5
braincells,3
unexplored,1
lists,1
pit,3
wits,1
marital,2
convinced,11
jealous,8
devote,4
wandering,6
preparation,1
greatest,11
romances,1
crave,1
remote,7
possibility,8
failure,4
factor,1
hot,10
battle,7
conquer,3
flitting,3
watched,10
flame,4
lick,1
crests,1
crimson,5
folded,6
mists,1
neither,26
seeing,9
considering,6
obstacles,1
barriers,2
disenchantments,1
thrice,1
dreamers,1
maggot,1
hatching,1
formless,2
eggs,3
discontent,1
whether,22
succeed,3
fail,3
vivid,4
drama,5
mortal,4
iv,2
comptons,1
settled,12
hook’s,1
furniture,19
solid,6
therefore,8
repaper,1
walls,16
bathroom,3
furnish,4
diningroom,10
send,22
parlour,11
upholsterersida,1
horsehairand,1
chattel,1
virtues,1
vocal,1
housekeeping,1
variety,5
luxurious,3
revel,2
parlours,1
trashy,1
rockingchairs,1
chewinggum,2
indulged,8
orgies,2
order,16
arrival,6
leisure,7
hotel,14
divided,6
workmen,1
upholsterer,1
counter,1
job,15
wheels,1
taste,11
rude,6
effect,11
schemes,2
boasted,1
mercy,2
dinnertable,2
everything,25
except,9
furnishings,1
colours,4
cost,19
drab,2
transfigured,1
interior,2
bedroom,17
edge,18
papered,1
upholstered,1
carpeted,2
cushioned,1
shade,4
chromo,1
battlegroundsjust,1
remarked,6
grateful,17
contrast,5
everlasting,3
smoke’s,1
suffered,3
pushed,4
armchair,2
speculatively,3
luxuriously,2
dwelling,1
fondly,1
magenta,1
paper,9
curtains,2
turkey,1
crushed,3
strawberry,1
cushions,3
divan,8
bloodred,1
carpet,4
sanguinary,1
pattern,1
uninstructed,1
seed,8
originality,1
striving,5
shoot,9
forth,5
tip,1
ignorance,5
suggest,10
tillage,1
delay,5
cast,11
tactful,1
opening,6
really,64
intend,14
begin,26
right,130
wash,1
husky,5
shack,5
ain’t,22
say,94
didn’t,55
help,35
glowed,2
gratitude,7
flushed,6
ardour,1
murmured,9
spend,27
quicker,1
we’ll,32
pursued,6
triflin,1
workin,4
looks,33
nothin,7
show,27
you’ve,49
begun,11
somethin,2
hightoned,2
bound,13
havin,3
ah,11
fortuneif,1
looking,31
forward,28
crudelydon’t,1
prepare,4
yourself,48
drivin,1
blazed,3
d’you,2
mean,62
suppose,55
throwin,1
millionaires,9
politicians,3
thinkin,7
statesmen,2
wornout,1
straighti,1
wear,19
social,27
ambitions,9
interests,14
betcherlife,2
it’ll,10
differentsome,1
creamcoloured,1
pressed,5
brick,5
trimmings,1
nobody’ll,1
biggest,4
clothes,16
gowns,13
jewels,8
yorklord,1
wouldn’t,47
swell,6
peacock,4
ally,1
europe,100
givin,2
balls,3
member,4
club,30
externals,2
ambitious,7
gambler’s,1
leads,2
sooner,9
accustomed,12
toys,4
difficulty,7
gaining,1
admittance,2
hospitable,1
people,61
become,19
leader,2
dependswell,1
sulkily,2
considerable,4
earnest,1
streak,4
abandon,4
myself,46
york’s,2
doorstep,1
montanans,5
nail,2
forget,27
win,9
unassailable,2
community,7
yep,1
abandoned,13
tact,4
teacher,5
studyenglish,1
goorrd,1
purple,4
suspicioned,2
wasn’t,17
graduatin,1
pants,2
highbrow,3
tellin,1
you’ll,45
ashamed,2
top,26
attempt,13
diplomacy,2
achieved,4
socially,2
profound,5
reform,3
speech,6
endurable,1
forcing,1
pace,3
triumphs,5
charming,11
smile,32
disarmed,1
irate,1
prominent,1
oughter,1
heard,54
newest,5
makin,3
madame,4
o’reilley’s,1
measures,1
frighten,1
bit,31
superiorand,1
advantages,13
bad,18
conversation,19
civilisations,2
fancy,34
subtlety,4
developed,15
common,17
play,25
held,28
wit,2
acknowledge,2
prospicience,1
walks,3
learning,2
undulating,2
movement,4
flung,14
arms,24
exclaimed,22
proud,34
crazy,3
swear,4
p’rox,1
travel,9
humble,2
miner,11
conservative,4
agitators,1
powerful,12
union,8
respected,3
alike,3
managers,2
tightfisted,1
concord,1
owed,3
penny,2
careless,7
parents,1
preternatural,1
quickness,1
adaptability,2
achieve,5
kiss,9
wisdom,2
properly,3
attributed,1
serpent,1
keeping,3
otherwise,7
mute,2
snatched,3
rosy,3
honeymoon,3
v,2
invited,8
lunch,10
opposite,14
midday,2
meal,5
twinsister,1
examples,1
selfsupporting,2
womanhood,4
struggled,3
extreme,6
economic,1
launched,2
chances,8
quarter,4
illinois,1
provident,1
grocer,1
each,29
daughters,4
fifteenth,1
sent,26
trade,2
